Driver,DriverNumber,Team,LapNumber,LapTime,Stint,Compound,TyreLife,LapStartTime,TrackStatus,IsAccurate,AirTemp,TrackTemp,Humidity,Pressure,Rainfall,WindSpeed,WindDirection
HUL,27,Haas F1 Team,19.0,0 days 00:01:19.836000,2.0,HARD,18.0,0 days 01:26:26.587000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132
ALB,23,Williams,19.0,0 days 00:01:23.193000,2.0,HARD,1.0,0 days 01:26:35.488000,1,False,25.3,39.9,42.0,1013.5,False,0.6,132
VER,1,Red Bull Racing,20.0,0 days 00:01:17.214000,1.0,MEDIUM,20.0,0 days 01:26:41.457000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132
ALO,14,Aston Martin,20.0,0 days 00:01:17.130000,1.0,HARD,21.0,0 days 01:26:50.040000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132
OCO,31,Alpine,20.0,0 days 00:01:18.087000,1.0,MEDIUM,20.0,0 days 01:27:04.794000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132
SAI,55,Ferrari,20.0,0 days 00:01:18.032000,1.0,HARD,20.0,0 days 01:27:06.081000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132
HAM,44,Mercedes,20.0,0 days 00:01:18.121000,1.0,MEDIUM,20.0,0 days 01:27:08.160000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132
LEC,16,Ferrari,20.0,0 days 00:01:18.365000,1.0,HARD,20.0,0 days 01:27:08.984000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132
GAS,10,Alpine,20.0,0 days 00:01:18.587000,1.0,HARD,20.0,0 days 01:27:10.507000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132
RUS,63,Mercedes,20.0,0 days 00:01:18.320000,1.0,HARD,20.0,0 days 01:27:12.829000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
TSU,22,AlphaTauri,20.0,0 days 00:01:19.131000,1.0,MEDIUM,20.0,0 days 01:27:18.211000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
NOR,4,McLaren,20.0,0 days 00:01:18.985000,1.0,MEDIUM,20.0,0 days 01:27:23.967000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
PIA,81,McLaren,20.0,0 days 00:01:19.281000,1.0,HARD,20.0,0 days 01:27:26.861000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
DEV,21,AlphaTauri,20.0,0 days 00:01:19.188000,1.0,MEDIUM,20.0,0 days 01:27:28.504000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
BOT,77,Alfa Romeo,20.0,0 days 00:01:18.024000,1.0,HARD,20.0,0 days 01:27:33.998000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
MAG,20,Haas F1 Team,20.0,0 days 00:01:18.354000,1.0,HARD,20.0,0 days 01:27:37.770000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
STR,18,Aston Martin,20.0,0 days 00:01:18.061000,1.0,HARD,21.0,0 days 01:27:38.740000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
PER,11,Red Bull Racing,20.0,0 days 00:01:17.979000,2.0,HARD,19.0,0 days 01:27:39.657000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
HUL,27,Haas F1 Team,20.0,0 days 00:01:17.642000,2.0,HARD,19.0,0 days 01:27:46.423000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
SAR,2,Williams,20.0,0 days 00:01:37.211000,1.0,MEDIUM,20.0,0 days 01:27:48.056000,1,False,25.3,39.9,42.0,1013.5,False,1.2,142
ZHO,24,Alfa Romeo,20.0,0 days 00:01:20.574000,2.0,HARD,19.0,0 days 01:27:48.293000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
VER,1,Red Bull Racing,21.0,0 days 00:01:16.803000,1.0,MEDIUM,21.0,0 days 01:27:58.671000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
ALB,23,Williams,20.0,0 days 00:01:18.470000,2.0,HARD,2.0,0 days 01:27:58.681000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
ALO,14,Aston Martin,21.0,0 days 00:01:17.664000,1.0,HARD,22.0,0 days 01:28:07.170000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142
OCO,31,Alpine,21.0,0 days 00:01:18.161000,1.0,MEDIUM,21.0,0 days 01:28:22.881000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
SAI,55,Ferrari,21.0,0 days 00:01:18.006000,1.0,HARD,21.0,0 days 01:28:24.113000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
HAM,44,Mercedes,21.0,0 days 00:01:18.311000,1.0,MEDIUM,21.0,0 days 01:28:26.281000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
LEC,16,Ferrari,21.0,0 days 00:01:18.127000,1.0,HARD,21.0,0 days 01:28:27.349000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
GAS,10,Alpine,21.0,0 days 00:01:17.810000,1.0,HARD,21.0,0 days 01:28:29.094000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
RUS,63,Mercedes,21.0,0 days 00:01:18.086000,1.0,HARD,21.0,0 days 01:28:31.149000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
TSU,22,AlphaTauri,21.0,0 days 00:01:19.260000,1.0,MEDIUM,21.0,0 days 01:28:37.342000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
NOR,4,McLaren,21.0,0 days 00:01:19.074000,1.0,MEDIUM,21.0,0 days 01:28:42.952000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
PIA,81,McLaren,21.0,0 days 00:01:19.065000,1.0,HARD,21.0,0 days 01:28:46.142000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
DEV,21,AlphaTauri,21.0,0 days 00:01:19.398000,1.0,MEDIUM,21.0,0 days 01:28:47.692000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
BOT,77,Alfa Romeo,21.0,0 days 00:01:18.024000,1.0,HARD,21.0,0 days 01:28:52.022000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
MAG,20,Haas F1 Team,21.0,0 days 00:01:18.800000,1.0,HARD,21.0,0 days 01:28:56.124000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
STR,18,Aston Martin,21.0,0 days 00:01:18.594000,1.0,HARD,22.0,0 days 01:28:56.801000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
PER,11,Red Bull Racing,21.0,0 days 00:01:18.523000,2.0,HARD,20.0,0 days 01:28:57.636000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
HUL,27,Haas F1 Team,21.0,0 days 00:01:17.201000,2.0,HARD,20.0,0 days 01:29:04.065000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
ZHO,24,Alfa Romeo,21.0,0 days 00:01:18.245000,2.0,HARD,20.0,0 days 01:29:08.867000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91
VER,1,Red Bull Racing,22.0,0 days 00:01:16.659000,1.0,MEDIUM,22.0,0 days 01:29:15.474000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
ALB,23,Williams,21.0,0 days 00:01:17.131000,2.0,HARD,3.0,0 days 01:29:17.151000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
ALO,14,Aston Martin,22.0,0 days 00:01:17.947000,1.0,HARD,23.0,0 days 01:29:24.834000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
SAR,2,Williams,21.0,0 days 00:01:21.646000,2.0,HARD,1.0,0 days 01:29:25.267000,1,False,25.4,39.2,43.0,1013.5,False,1.3,154
OCO,31,Alpine,22.0,0 days 00:01:18.057000,1.0,MEDIUM,22.0,0 days 01:29:41.042000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
SAI,55,Ferrari,22.0,0 days 00:01:18.007000,1.0,HARD,22.0,0 days 01:29:42.119000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
HAM,44,Mercedes,22.0,0 days 00:01:17.393000,1.0,MEDIUM,22.0,0 days 01:29:44.592000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
LEC,16,Ferrari,22.0,0 days 00:01:17.886000,1.0,HARD,22.0,0 days 01:29:45.476000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
GAS,10,Alpine,22.0,0 days 00:01:18.213000,1.0,HARD,22.0,0 days 01:29:46.904000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
RUS,63,Mercedes,22.0,0 days 00:01:17.879000,1.0,HARD,22.0,0 days 01:29:49.235000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
TSU,22,AlphaTauri,22.0,0 days 00:01:19.152000,1.0,MEDIUM,22.0,0 days 01:29:56.602000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
NOR,4,McLaren,22.0,0 days 00:01:18.882000,1.0,MEDIUM,22.0,0 days 01:30:02.026000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
PIA,81,McLaren,22.0,0 days 00:01:19.025000,1.0,HARD,22.0,0 days 01:30:05.207000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
DEV,21,AlphaTauri,22.0,0 days 00:01:19.578000,1.0,MEDIUM,22.0,0 days 01:30:07.090000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
BOT,77,Alfa Romeo,22.0,0 days 00:01:18.260000,1.0,HARD,22.0,0 days 01:30:10.046000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154
MAG,20,Haas F1 Team,22.0,0 days 00:01:18.767000,1.0,HARD,22.0,0 days 01:30:14.924000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
STR,18,Aston Martin,22.0,0 days 00:01:18.548000,1.0,HARD,23.0,0 days 01:30:15.395000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
PER,11,Red Bull Racing,22.0,0 days 00:01:18.803000,2.0,HARD,21.0,0 days 01:30:16.159000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
HUL,27,Haas F1 Team,22.0,0 days 00:01:17.845000,2.0,HARD,21.0,0 days 01:30:21.266000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
ZHO,24,Alfa Romeo,22.0,0 days 00:01:17.588000,2.0,HARD,21.0,0 days 01:30:27.112000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
VER,1,Red Bull Racing,23.0,0 days 00:01:16.604000,1.0,MEDIUM,23.0,0 days 01:30:32.133000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
ALB,23,Williams,22.0,0 days 00:01:17.105000,2.0,HARD,4.0,0 days 01:30:34.282000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
ALO,14,Aston Martin,23.0,0 days 00:01:17.272000,1.0,HARD,24.0,0 days 01:30:42.781000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
SAR,2,Williams,22.0,0 days 00:01:17.483000,2.0,HARD,2.0,0 days 01:30:46.913000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
OCO,31,Alpine,23.0,0 days 00:01:17.873000,1.0,MEDIUM,23.0,0 days 01:30:59.099000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
SAI,55,Ferrari,23.0,0 days 00:01:18.006000,1.0,HARD,23.0,0 days 01:31:00.126000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
HAM,44,Mercedes,23.0,0 days 00:01:18.053000,1.0,MEDIUM,23.0,0 days 01:31:01.985000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
LEC,16,Ferrari,23.0,0 days 00:01:17.922000,1.0,HARD,23.0,0 days 01:31:03.362000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
GAS,10,Alpine,23.0,0 days 00:01:17.942000,1.0,HARD,23.0,0 days 01:31:05.117000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
RUS,63,Mercedes,23.0,0 days 00:01:18.111000,1.0,HARD,23.0,0 days 01:31:07.114000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125
TSU,22,AlphaTauri,23.0,0 days 00:01:19.239000,1.0,MEDIUM,23.0,0 days 01:31:15.754000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151
NOR,4,McLaren,23.0,0 days 00:01:18.657000,1.0,MEDIUM,23.0,0 days 01:31:20.908000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151
PIA,81,McLaren,23.0,0 days 00:01:19.520000,1.0,HARD,23.0,0 days 01:31:24.232000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151
DEV,21,AlphaTauri,23.0,0 days 00:01:19.699000,1.0,MEDIUM,23.0,0 days 01:31:26.668000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151
BOT,77,Alfa Romeo,23.0,0 days 00:01:18.737000,1.0,HARD,23.0,0 days 01:31:28.306000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151
MAG,20,Haas F1 Team,23.0,0 days 00:01:18.926000,1.0,HARD,23.0,0 days 01:31:33.691000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151
STR,18,Aston Martin,23.0,0 days 00:01:18.927000,1.0,HARD,24.0,0 days 01:31:33.943000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151
PER,11,Red Bull Racing,23.0,0 days 00:01:18.604000,2.0,HARD,22.0,0 days 01:31:34.962000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151
HUL,27,Haas F1 Team,23.0,0 days 00:01:18.009000,2.0,HARD,22.0,0 days 01:31:39.111000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151
ZHO,24,Alfa Romeo,23.0,0 days 00:01:17.450000,2.0,HARD,22.0,0 days 01:31:44.700000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151
VER,1,Red Bull Racing,24.0,0 days 00:01:16.798000,1.0,MEDIUM,24.0,0 days 01:31:48.737000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151
ALB,23,Williams,23.0,0 days 00:01:17.064000,2.0,HARD,5.0,0 days 01:31:51.387000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151
ALO,14,Aston Martin,24.0,0 days 00:01:17.285000,1.0,HARD,25.0,0 days 01:32:00.053000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151
SAR,2,Williams,23.0,0 days 00:01:38.195000,2.0,HARD,3.0,0 days 01:32:04.396000,1,False,25.3,39.1,43.0,1013.4,False,1.2,151
OCO,31,Alpine,24.0,0 days 00:01:17.498000,1.0,MEDIUM,24.0,0 days 01:32:16.972000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
SAI,55,Ferrari,24.0,0 days 00:01:17.912000,1.0,HARD,24.0,0 days 01:32:18.132000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
HAM,44,Mercedes,24.0,0 days 00:01:17.431000,1.0,MEDIUM,24.0,0 days 01:32:20.038000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
LEC,16,Ferrari,24.0,0 days 00:01:17.586000,1.0,HARD,24.0,0 days 01:32:21.284000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
GAS,10,Alpine,24.0,0 days 00:01:17.577000,1.0,HARD,24.0,0 days 01:32:23.059000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
RUS,63,Mercedes,24.0,0 days 00:01:17.709000,1.0,HARD,24.0,0 days 01:32:25.225000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
TSU,22,AlphaTauri,24.0,0 days 00:01:19.314000,1.0,MEDIUM,24.0,0 days 01:32:34.993000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
NOR,4,McLaren,24.0,0 days 00:01:18.681000,1.0,MEDIUM,24.0,0 days 01:32:39.565000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
PIA,81,McLaren,24.0,0 days 00:01:19.359000,1.0,HARD,24.0,0 days 01:32:43.752000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
DEV,21,AlphaTauri,24.0,0 days 00:01:20.198000,1.0,MEDIUM,24.0,0 days 01:32:46.367000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
BOT,77,Alfa Romeo,24.0,0 days 00:01:20.068000,1.0,HARD,24.0,0 days 01:32:47.043000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
MAG,20,Haas F1 Team,24.0,0 days 00:01:18.497000,1.0,HARD,24.0,0 days 01:32:52.617000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
STR,18,Aston Martin,24.0,0 days 00:01:18.439000,1.0,HARD,25.0,0 days 01:32:52.870000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
PER,11,Red Bull Racing,24.0,0 days 00:01:18.624000,2.0,HARD,23.0,0 days 01:32:53.566000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
HUL,27,Haas F1 Team,24.0,0 days 00:01:18.363000,2.0,HARD,23.0,0 days 01:32:57.120000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
ZHO,24,Alfa Romeo,24.0,0 days 00:01:17.465000,2.0,HARD,23.0,0 days 01:33:02.150000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
VER,1,Red Bull Racing,25.0,0 days 00:01:17.183000,1.0,MEDIUM,25.0,0 days 01:33:05.535000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
ALB,23,Williams,24.0,0 days 00:01:16.672000,2.0,HARD,6.0,0 days 01:33:08.451000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141
ALO,14,Aston Martin,25.0,0 days 00:01:17.182000,1.0,HARD,26.0,0 days 01:33:17.338000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
OCO,31,Alpine,25.0,0 days 00:01:17.451000,1.0,MEDIUM,25.0,0 days 01:33:34.470000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
SAI,55,Ferrari,25.0,0 days 00:01:17.464000,1.0,HARD,25.0,0 days 01:33:36.044000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
HAM,44,Mercedes,25.0,0 days 00:01:17.643000,1.0,MEDIUM,25.0,0 days 01:33:37.469000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
LEC,16,Ferrari,25.0,0 days 00:01:17.619000,1.0,HARD,25.0,0 days 01:33:38.870000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
GAS,10,Alpine,25.0,0 days 00:01:17.540000,1.0,HARD,25.0,0 days 01:33:40.636000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
SAR,2,Williams,24.0,0 days 00:01:20.682000,3.0,SOFT,1.0,0 days 01:33:42.591000,1,False,25.4,39.0,42.0,1013.2,False,1.5,140
RUS,63,Mercedes,25.0,0 days 00:01:17.648000,1.0,HARD,25.0,0 days 01:33:42.934000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
TSU,22,AlphaTauri,25.0,0 days 00:01:19.335000,1.0,MEDIUM,25.0,0 days 01:33:54.307000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
NOR,4,McLaren,25.0,0 days 00:01:18.780000,1.0,MEDIUM,25.0,0 days 01:33:58.246000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
PIA,81,McLaren,25.0,0 days 00:01:19.382000,1.0,HARD,25.0,0 days 01:34:03.111000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
DEV,21,AlphaTauri,25.0,0 days 00:01:20.132000,1.0,MEDIUM,25.0,0 days 01:34:06.565000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
BOT,77,Alfa Romeo,25.0,0 days 00:01:20.203000,1.0,HARD,25.0,0 days 01:34:07.111000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
MAG,20,Haas F1 Team,25.0,0 days 00:01:18.694000,1.0,HARD,25.0,0 days 01:34:11.114000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
STR,18,Aston Martin,25.0,0 days 00:01:19.058000,1.0,HARD,26.0,0 days 01:34:11.309000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
PER,11,Red Bull Racing,25.0,0 days 00:01:18.541000,2.0,HARD,24.0,0 days 01:34:12.190000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140
HUL,27,Haas F1 Team,25.0,0 days 00:01:18.230000,2.0,HARD,24.0,0 days 01:34:15.483000,1,True,25.4,38.8,42.0,1013.4,False,1.8,152
ZHO,24,Alfa Romeo,25.0,0 days 00:01:17.771000,2.0,HARD,24.0,0 days 01:34:19.615000,1,True,25.4,38.8,42.0,1013.4,False,1.8,152
VER,1,Red Bull Racing,26.0,0 days 00:01:17.212000,1.0,MEDIUM,26.0,0 days 01:34:22.718000,1,True,25.4,38.8,42.0,1013.4,False,1.8,152
ALB,23,Williams,25.0,0 days 00:01:16.793000,2.0,HARD,7.0,0 days 01:34:25.123000,1,True,25.4,38.8,42.0,1013.4,False,1.8,152
ALO,14,Aston Martin,26.0,0 days 00:01:17.141000,1.0,HARD,27.0,0 days 01:34:34.520000,1,True,25.4,38.8,42.0,1013.4,False,1.8,152
OCO,31,Alpine,26.0,0 days 00:01:17.433000,1.0,MEDIUM,26.0,0 days 01:34:51.921000,1,True,25.4,38.8,42.0,1013.4,False,1.8,152
SAI,55,Ferrari,26.0,0 days 00:01:17.366000,1.0,HARD,26.0,0 days 01:34:53.508000,1,True,25.4,38.8,42.0,1013.4,False,1.8,152
HAM,44,Mercedes,26.0,0 days 00:01:17.716000,1.0,MEDIUM,26.0,0 days 01:34:55.112000,1,True,25.4,38.8,42.0,1013.4,False,1.8,152
LEC,16,Ferrari,26.0,0 days 00:01:17.879000,1.0,HARD,26.0,0 days 01:34:56.489000,1,True,25.4,38.8,42.0,1013.4,False,1.8,152
GAS,10,Alpine,26.0,0 days 00:01:17.912000,1.0,HARD,26.0,0 days 01:34:58.176000,1,True,25.4,38.8,42.0,1013.4,False,1.8,152
RUS,63,Mercedes,26.0,0 days 00:01:17.900000,1.0,HARD,26.0,0 days 01:35:00.582000,1,True,25.4,38.8,42.0,1013.4,False,1.8,152
SAR,2,Williams,25.0,0 days 00:01:17.894000,3.0,SOFT,2.0,0 days 01:35:03.273000,1,True,25.4,38.8,42.0,1013.4,False,1.8,152
TSU,22,AlphaTauri,26.0,0 days 00:01:19.272000,1.0,MEDIUM,26.0,0 days 01:35:13.642000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
NOR,4,McLaren,26.0,0 days 00:01:19.067000,1.0,MEDIUM,26.0,0 days 01:35:17.026000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
PIA,81,McLaren,26.0,0 days 00:01:20.198000,1.0,HARD,26.0,0 days 01:35:22.493000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
DEV,21,AlphaTauri,26.0,0 days 00:01:20.163000,1.0,MEDIUM,26.0,0 days 01:35:26.697000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
BOT,77,Alfa Romeo,26.0,0 days 00:01:20.222000,1.0,HARD,26.0,0 days 01:35:27.314000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
MAG,20,Haas F1 Team,26.0,0 days 00:01:19.023000,1.0,HARD,26.0,0 days 01:35:29.808000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
STR,18,Aston Martin,26.0,0 days 00:01:18.926000,1.0,HARD,27.0,0 days 01:35:30.367000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
PER,11,Red Bull Racing,26.0,0 days 00:01:19.877000,2.0,HARD,25.0,0 days 01:35:30.731000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
HUL,27,Haas F1 Team,26.0,0 days 00:01:18.664000,2.0,HARD,25.0,0 days 01:35:33.713000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
ZHO,24,Alfa Romeo,26.0,0 days 00:01:18.161000,2.0,HARD,25.0,0 days 01:35:37.386000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
VER,1,Red Bull Racing,27.0,0 days 00:01:17.259000,1.0,MEDIUM,27.0,0 days 01:35:39.930000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
ALB,23,Williams,26.0,0 days 00:01:16.962000,2.0,HARD,8.0,0 days 01:35:41.916000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
ALO,14,Aston Martin,27.0,0 days 00:01:17.228000,1.0,HARD,28.0,0 days 01:35:51.661000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
OCO,31,Alpine,27.0,0 days 00:01:17.145000,1.0,MEDIUM,27.0,0 days 01:36:09.354000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
SAI,55,Ferrari,27.0,0 days 00:01:17.318000,1.0,HARD,27.0,0 days 01:36:10.874000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
HAM,44,Mercedes,27.0,0 days 00:01:17.322000,1.0,MEDIUM,27.0,0 days 01:36:12.828000,1,True,25.3,38.6,42.0,1013.2,False,1.2,132
LEC,16,Ferrari,27.0,0 days 00:01:17.602000,1.0,HARD,27.0,0 days 01:36:14.368000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
GAS,10,Alpine,27.0,0 days 00:01:18.012000,1.0,HARD,27.0,0 days 01:36:16.088000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
RUS,63,Mercedes,27.0,0 days 00:01:17.837000,1.0,HARD,27.0,0 days 01:36:18.482000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
SAR,2,Williams,26.0,0 days 00:01:18.033000,3.0,SOFT,3.0,0 days 01:36:21.167000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
TSU,22,AlphaTauri,27.0,0 days 00:01:18.465000,1.0,MEDIUM,27.0,0 days 01:36:32.914000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
NOR,4,McLaren,27.0,0 days 00:01:19.109000,1.0,MEDIUM,27.0,0 days 01:36:36.093000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
PIA,81,McLaren,27.0,0 days 00:01:19.524000,1.0,HARD,27.0,0 days 01:36:42.691000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
DEV,21,AlphaTauri,27.0,0 days 00:01:20.154000,1.0,MEDIUM,27.0,0 days 01:36:46.860000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
BOT,77,Alfa Romeo,27.0,0 days 00:01:20.162000,1.0,HARD,27.0,0 days 01:36:47.536000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
MAG,20,Haas F1 Team,27.0,0 days 00:01:19.849000,1.0,HARD,27.0,0 days 01:36:48.831000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
STR,18,Aston Martin,27.0,0 days 00:01:19.772000,1.0,HARD,28.0,0 days 01:36:49.293000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
PER,11,Red Bull Racing,27.0,0 days 00:01:19.319000,2.0,HARD,26.0,0 days 01:36:50.608000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
HUL,27,Haas F1 Team,27.0,0 days 00:01:18.956000,2.0,HARD,26.0,0 days 01:36:52.377000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
ZHO,24,Alfa Romeo,27.0,0 days 00:01:18.097000,2.0,HARD,26.0,0 days 01:36:55.547000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
VER,1,Red Bull Racing,28.0,0 days 00:01:17.770000,1.0,MEDIUM,28.0,0 days 01:36:57.189000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
ALB,23,Williams,27.0,0 days 00:01:17.360000,2.0,HARD,9.0,0 days 01:36:58.878000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
ALO,14,Aston Martin,28.0,0 days 00:01:17.562000,1.0,HARD,29.0,0 days 01:37:08.889000,1,True,25.3,38.8,42.0,1013.2,False,0.6,131
OCO,31,Alpine,28.0,0 days 00:01:16.938000,1.0,MEDIUM,28.0,0 days 01:37:26.499000,1,True,25.4,39.1,42.0,1013.4,False,1.2,158
