Driver,DriverNumber,Team,LapNumber,LapTime,Stint,Compound,TyreLife,LapStartTime,TrackStatus,IsAccurate,AirTemp,TrackTemp,Humidity,Pressure,Rainfall,WindSpeed,WindDirection,source_file,LapTimeSeconds
PER,11,Red Bull,18.0,0 days 00:01:18.092000,2.0,HARD,17.0,0 days 01:25:03.698000,1,True,25.2,39.8,44.0,1013.5,False,0.8,145,laps_2023_monaco_R.csv,78.092
SAR,2,Williams,18.0,0 days 00:01:21.410000,1.0,MEDIUM,18.0,0 days 01:25:04.318000,1,True,25.2,39.8,44.0,1013.5,False,0.8,145,laps_2023_monaco_R.csv,81.41
ZHO,24,Alfa Romeo,18.0,0 days 00:01:21.524000,2.0,HARD,17.0,0 days 01:25:04.382000,1,True,25.2,39.8,44.0,1013.5,False,0.8,145,laps_2023_monaco_R.csv,81.524
HUL,27,Haas F1 Team,18.0,0 days 00:01:21.166000,2.0,HARD,17.0,0 days 01:25:05.421000,1,True,25.2,39.8,44.0,1013.5,False,0.8,145,laps_2023_monaco_R.csv,81.166
VER,1,Red Bull,19.0,0 days 00:01:16.823000,1.0,MEDIUM,19.0,0 days 01:25:24.634000,1,True,25.3,39.8,43.0,1013.5,False,1.5,104,laps_2023_monaco_R.csv,76.823
ALO,14,Aston Martin,19.0,0 days 00:01:17.258000,1.0,HARD,20.0,0 days 01:25:32.782000,1,True,25.3,39.8,43.0,1013.5,False,1.5,104,laps_2023_monaco_R.csv,77.258
OCO,31,Alpine,19.0,0 days 00:01:18.074000,1.0,MEDIUM,19.0,0 days 01:25:46.720000,1,True,25.3,39.8,43.0,1013.5,False,1.5,104,laps_2023_monaco_R.csv,78.074
SAI,55,Ferrari,19.0,0 days 00:01:17.999000,1.0,HARD,19.0,0 days 01:25:48.082000,1,True,25.3,39.8,43.0,1013.5,False,1.5,104,laps_2023_monaco_R.csv,77.999
HAM,44,Mercedes,19.0,0 days 00:01:18.207000,1.0,MEDIUM,19.0,0 days 01:25:49.953000,1,True,25.3,39.8,43.0,1013.5,False,1.5,104,laps_2023_monaco_R.csv,78.207
LEC,16,Ferrari,19.0,0 days 00:01:18.190000,1.0,HARD,19.0,0 days 01:25:50.794000,1,True,25.3,39.8,43.0,1013.5,False,1.5,104,laps_2023_monaco_R.csv,78.19
GAS,10,Alpine,19.0,0 days 00:01:18.109000,1.0,HARD,19.0,0 days 01:25:52.398000,1,True,25.3,39.8,43.0,1013.5,False,1.5,104,laps_2023_monaco_R.csv,78.109
RUS,63,Mercedes,19.0,0 days 00:01:18.299000,1.0,HARD,19.0,0 days 01:25:54.530000,1,True,25.3,39.8,43.0,1013.5,False,1.5,104,laps_2023_monaco_R.csv,78.299
TSU,22,AlphaTauri,19.0,0 days 00:01:18.567000,1.0,MEDIUM,19.0,0 days 01:25:59.644000,1,True,25.3,39.8,43.0,1013.5,False,1.5,104,laps_2023_monaco_R.csv,78.567
NOR,4,McLaren,19.0,0 days 00:01:19.504000,1.0,MEDIUM,19.0,0 days 01:26:04.463000,1,True,25.3,39.8,43.0,1013.5,False,1.5,104,laps_2023_monaco_R.csv,79.504
PIA,81,McLaren,19.0,0 days 00:01:19.416000,1.0,HARD,19.0,0 days 01:26:07.445000,1,True,25.3,39.8,43.0,1013.5,False,1.5,104,laps_2023_monaco_R.csv,79.416
DEV,21,AlphaTauri,19.0,0 days 00:01:19.234000,1.0,MEDIUM,19.0,0 days 01:26:09.270000,1,True,25.3,39.8,43.0,1013.5,False,1.5,104,laps_2023_monaco_R.csv,79.234
BOT,77,Alfa Romeo,19.0,0 days 00:01:17.824000,1.0,HARD,19.0,0 days 01:26:16.174000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,77.824
MAG,20,Haas F1 Team,19.0,0 days 00:01:18.445000,1.0,HARD,19.0,0 days 01:26:19.325000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,78.445
STR,18,Aston Martin,19.0,0 days 00:01:17.915000,1.0,HARD,20.0,0 days 01:26:20.825000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,77.915
PER,11,Red Bull,19.0,0 days 00:01:17.867000,2.0,HARD,18.0,0 days 01:26:21.790000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,77.867
SAR,2,Williams,19.0,0 days 00:01:22.328000,1.0,MEDIUM,19.0,0 days 01:26:25.728000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,82.328
ZHO,24,Alfa Romeo,19.0,0 days 00:01:22.387000,2.0,HARD,18.0,0 days 01:26:25.906000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,82.387
HUL,27,Haas F1 Team,19.0,0 days 00:01:19.836000,2.0,HARD,18.0,0 days 01:26:26.587000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,79.836
VER,1,Red Bull,20.0,0 days 00:01:17.214000,1.0,MEDIUM,20.0,0 days 01:26:41.457000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,77.214
ALO,14,Aston Martin,20.0,0 days 00:01:17.130000,1.0,HARD,21.0,0 days 01:26:50.040000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,77.13
OCO,31,Alpine,20.0,0 days 00:01:18.087000,1.0,MEDIUM,20.0,0 days 01:27:04.794000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,78.087
SAI,55,Ferrari,20.0,0 days 00:01:18.032000,1.0,HARD,20.0,0 days 01:27:06.081000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,78.032
HAM,44,Mercedes,20.0,0 days 00:01:18.121000,1.0,MEDIUM,20.0,0 days 01:27:08.160000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,78.121
LEC,16,Ferrari,20.0,0 days 00:01:18.365000,1.0,HARD,20.0,0 days 01:27:08.984000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,78.365
GAS,10,Alpine,20.0,0 days 00:01:18.587000,1.0,HARD,20.0,0 days 01:27:10.507000,1,True,25.3,39.9,42.0,1013.5,False,0.6,132,laps_2023_monaco_R.csv,78.587
RUS,63,Mercedes,20.0,0 days 00:01:18.320000,1.0,HARD,20.0,0 days 01:27:12.829000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,78.32
TSU,22,AlphaTauri,20.0,0 days 00:01:19.131000,1.0,MEDIUM,20.0,0 days 01:27:18.211000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,79.131
NOR,4,McLaren,20.0,0 days 00:01:18.985000,1.0,MEDIUM,20.0,0 days 01:27:23.967000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,78.985
PIA,81,McLaren,20.0,0 days 00:01:19.281000,1.0,HARD,20.0,0 days 01:27:26.861000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,79.281
DEV,21,AlphaTauri,20.0,0 days 00:01:19.188000,1.0,MEDIUM,20.0,0 days 01:27:28.504000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,79.188
BOT,77,Alfa Romeo,20.0,0 days 00:01:18.024000,1.0,HARD,20.0,0 days 01:27:33.998000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,78.024
MAG,20,Haas F1 Team,20.0,0 days 00:01:18.354000,1.0,HARD,20.0,0 days 01:27:37.770000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,78.354
STR,18,Aston Martin,20.0,0 days 00:01:18.061000,1.0,HARD,21.0,0 days 01:27:38.740000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,78.061
PER,11,Red Bull,20.0,0 days 00:01:17.979000,2.0,HARD,19.0,0 days 01:27:39.657000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,77.979
HUL,27,Haas F1 Team,20.0,0 days 00:01:17.642000,2.0,HARD,19.0,0 days 01:27:46.423000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,77.642
ZHO,24,Alfa Romeo,20.0,0 days 00:01:20.574000,2.0,HARD,19.0,0 days 01:27:48.293000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,80.574
VER,1,Red Bull,21.0,0 days 00:01:16.803000,1.0,MEDIUM,21.0,0 days 01:27:58.671000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,76.803
ALB,23,Williams,20.0,0 days 00:01:18.470000,2.0,HARD,2.0,0 days 01:27:58.681000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,78.47
ALO,14,Aston Martin,21.0,0 days 00:01:17.664000,1.0,HARD,22.0,0 days 01:28:07.170000,1,True,25.3,39.9,42.0,1013.5,False,1.2,142,laps_2023_monaco_R.csv,77.664
OCO,31,Alpine,21.0,0 days 00:01:18.161000,1.0,MEDIUM,21.0,0 days 01:28:22.881000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,78.161
SAI,55,Ferrari,21.0,0 days 00:01:18.006000,1.0,HARD,21.0,0 days 01:28:24.113000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,78.006
HAM,44,Mercedes,21.0,0 days 00:01:18.311000,1.0,MEDIUM,21.0,0 days 01:28:26.281000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,78.311
LEC,16,Ferrari,21.0,0 days 00:01:18.127000,1.0,HARD,21.0,0 days 01:28:27.349000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,78.127
GAS,10,Alpine,21.0,0 days 00:01:17.810000,1.0,HARD,21.0,0 days 01:28:29.094000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,77.81
RUS,63,Mercedes,21.0,0 days 00:01:18.086000,1.0,HARD,21.0,0 days 01:28:31.149000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,78.086
TSU,22,AlphaTauri,21.0,0 days 00:01:19.260000,1.0,MEDIUM,21.0,0 days 01:28:37.342000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,79.26
NOR,4,McLaren,21.0,0 days 00:01:19.074000,1.0,MEDIUM,21.0,0 days 01:28:42.952000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,79.074
PIA,81,McLaren,21.0,0 days 00:01:19.065000,1.0,HARD,21.0,0 days 01:28:46.142000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,79.065
DEV,21,AlphaTauri,21.0,0 days 00:01:19.398000,1.0,MEDIUM,21.0,0 days 01:28:47.692000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,79.398
BOT,77,Alfa Romeo,21.0,0 days 00:01:18.024000,1.0,HARD,21.0,0 days 01:28:52.022000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,78.024
MAG,20,Haas F1 Team,21.0,0 days 00:01:18.800000,1.0,HARD,21.0,0 days 01:28:56.124000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,78.8
STR,18,Aston Martin,21.0,0 days 00:01:18.594000,1.0,HARD,22.0,0 days 01:28:56.801000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,78.594
PER,11,Red Bull,21.0,0 days 00:01:18.523000,2.0,HARD,20.0,0 days 01:28:57.636000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,78.523
HUL,27,Haas F1 Team,21.0,0 days 00:01:17.201000,2.0,HARD,20.0,0 days 01:29:04.065000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,77.201
ZHO,24,Alfa Romeo,21.0,0 days 00:01:18.245000,2.0,HARD,20.0,0 days 01:29:08.867000,1,True,25.3,39.7,43.0,1013.5,False,2.0,91,laps_2023_monaco_R.csv,78.245
VER,1,Red Bull,22.0,0 days 00:01:16.659000,1.0,MEDIUM,22.0,0 days 01:29:15.474000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,76.659
ALB,23,Williams,21.0,0 days 00:01:17.131000,2.0,HARD,3.0,0 days 01:29:17.151000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,77.131
ALO,14,Aston Martin,22.0,0 days 00:01:17.947000,1.0,HARD,23.0,0 days 01:29:24.834000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,77.947
OCO,31,Alpine,22.0,0 days 00:01:18.057000,1.0,MEDIUM,22.0,0 days 01:29:41.042000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,78.057
SAI,55,Ferrari,22.0,0 days 00:01:18.007000,1.0,HARD,22.0,0 days 01:29:42.119000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,78.007
HAM,44,Mercedes,22.0,0 days 00:01:17.393000,1.0,MEDIUM,22.0,0 days 01:29:44.592000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,77.393
LEC,16,Ferrari,22.0,0 days 00:01:17.886000,1.0,HARD,22.0,0 days 01:29:45.476000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,77.886
GAS,10,Alpine,22.0,0 days 00:01:18.213000,1.0,HARD,22.0,0 days 01:29:46.904000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,78.213
RUS,63,Mercedes,22.0,0 days 00:01:17.879000,1.0,HARD,22.0,0 days 01:29:49.235000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,77.879
TSU,22,AlphaTauri,22.0,0 days 00:01:19.152000,1.0,MEDIUM,22.0,0 days 01:29:56.602000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,79.152
NOR,4,McLaren,22.0,0 days 00:01:18.882000,1.0,MEDIUM,22.0,0 days 01:30:02.026000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,78.882
PIA,81,McLaren,22.0,0 days 00:01:19.025000,1.0,HARD,22.0,0 days 01:30:05.207000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,79.025
DEV,21,AlphaTauri,22.0,0 days 00:01:19.578000,1.0,MEDIUM,22.0,0 days 01:30:07.090000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,79.578
BOT,77,Alfa Romeo,22.0,0 days 00:01:18.260000,1.0,HARD,22.0,0 days 01:30:10.046000,1,True,25.4,39.2,43.0,1013.5,False,1.3,154,laps_2023_monaco_R.csv,78.26
MAG,20,Haas F1 Team,22.0,0 days 00:01:18.767000,1.0,HARD,22.0,0 days 01:30:14.924000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,78.767
STR,18,Aston Martin,22.0,0 days 00:01:18.548000,1.0,HARD,23.0,0 days 01:30:15.395000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,78.548
PER,11,Red Bull,22.0,0 days 00:01:18.803000,2.0,HARD,21.0,0 days 01:30:16.159000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,78.803
HUL,27,Haas F1 Team,22.0,0 days 00:01:17.845000,2.0,HARD,21.0,0 days 01:30:21.266000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,77.845
ZHO,24,Alfa Romeo,22.0,0 days 00:01:17.588000,2.0,HARD,21.0,0 days 01:30:27.112000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,77.588
VER,1,Red Bull,23.0,0 days 00:01:16.604000,1.0,MEDIUM,23.0,0 days 01:30:32.133000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,76.604
ALB,23,Williams,22.0,0 days 00:01:17.105000,2.0,HARD,4.0,0 days 01:30:34.282000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,77.105
ALO,14,Aston Martin,23.0,0 days 00:01:17.272000,1.0,HARD,24.0,0 days 01:30:42.781000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,77.272
SAR,2,Williams,22.0,0 days 00:01:17.483000,2.0,HARD,2.0,0 days 01:30:46.913000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,77.483
OCO,31,Alpine,23.0,0 days 00:01:17.873000,1.0,MEDIUM,23.0,0 days 01:30:59.099000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,77.873
SAI,55,Ferrari,23.0,0 days 00:01:18.006000,1.0,HARD,23.0,0 days 01:31:00.126000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,78.006
HAM,44,Mercedes,23.0,0 days 00:01:18.053000,1.0,MEDIUM,23.0,0 days 01:31:01.985000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,78.053
LEC,16,Ferrari,23.0,0 days 00:01:17.922000,1.0,HARD,23.0,0 days 01:31:03.362000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,77.922
GAS,10,Alpine,23.0,0 days 00:01:17.942000,1.0,HARD,23.0,0 days 01:31:05.117000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,77.942
RUS,63,Mercedes,23.0,0 days 00:01:18.111000,1.0,HARD,23.0,0 days 01:31:07.114000,1,True,25.4,39.1,43.0,1013.5,False,1.6,125,laps_2023_monaco_R.csv,78.111
TSU,22,AlphaTauri,23.0,0 days 00:01:19.239000,1.0,MEDIUM,23.0,0 days 01:31:15.754000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151,laps_2023_monaco_R.csv,79.239
NOR,4,McLaren,23.0,0 days 00:01:18.657000,1.0,MEDIUM,23.0,0 days 01:31:20.908000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151,laps_2023_monaco_R.csv,78.657
PIA,81,McLaren,23.0,0 days 00:01:19.520000,1.0,HARD,23.0,0 days 01:31:24.232000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151,laps_2023_monaco_R.csv,79.52
DEV,21,AlphaTauri,23.0,0 days 00:01:19.699000,1.0,MEDIUM,23.0,0 days 01:31:26.668000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151,laps_2023_monaco_R.csv,79.699
BOT,77,Alfa Romeo,23.0,0 days 00:01:18.737000,1.0,HARD,23.0,0 days 01:31:28.306000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151,laps_2023_monaco_R.csv,78.737
MAG,20,Haas F1 Team,23.0,0 days 00:01:18.926000,1.0,HARD,23.0,0 days 01:31:33.691000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151,laps_2023_monaco_R.csv,78.926
STR,18,Aston Martin,23.0,0 days 00:01:18.927000,1.0,HARD,24.0,0 days 01:31:33.943000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151,laps_2023_monaco_R.csv,78.927
PER,11,Red Bull,23.0,0 days 00:01:18.604000,2.0,HARD,22.0,0 days 01:31:34.962000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151,laps_2023_monaco_R.csv,78.604
HUL,27,Haas F1 Team,23.0,0 days 00:01:18.009000,2.0,HARD,22.0,0 days 01:31:39.111000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151,laps_2023_monaco_R.csv,78.009
ZHO,24,Alfa Romeo,23.0,0 days 00:01:17.450000,2.0,HARD,22.0,0 days 01:31:44.700000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151,laps_2023_monaco_R.csv,77.45
VER,1,Red Bull,24.0,0 days 00:01:16.798000,1.0,MEDIUM,24.0,0 days 01:31:48.737000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151,laps_2023_monaco_R.csv,76.798
ALB,23,Williams,23.0,0 days 00:01:17.064000,2.0,HARD,5.0,0 days 01:31:51.387000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151,laps_2023_monaco_R.csv,77.064
ALO,14,Aston Martin,24.0,0 days 00:01:17.285000,1.0,HARD,25.0,0 days 01:32:00.053000,1,True,25.3,39.1,43.0,1013.4,False,1.2,151,laps_2023_monaco_R.csv,77.285
OCO,31,Alpine,24.0,0 days 00:01:17.498000,1.0,MEDIUM,24.0,0 days 01:32:16.972000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,77.498
SAI,55,Ferrari,24.0,0 days 00:01:17.912000,1.0,HARD,24.0,0 days 01:32:18.132000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,77.912
HAM,44,Mercedes,24.0,0 days 00:01:17.431000,1.0,MEDIUM,24.0,0 days 01:32:20.038000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,77.431
LEC,16,Ferrari,24.0,0 days 00:01:17.586000,1.0,HARD,24.0,0 days 01:32:21.284000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,77.586
GAS,10,Alpine,24.0,0 days 00:01:17.577000,1.0,HARD,24.0,0 days 01:32:23.059000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,77.577
RUS,63,Mercedes,24.0,0 days 00:01:17.709000,1.0,HARD,24.0,0 days 01:32:25.225000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,77.709
TSU,22,AlphaTauri,24.0,0 days 00:01:19.314000,1.0,MEDIUM,24.0,0 days 01:32:34.993000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,79.314
NOR,4,McLaren,24.0,0 days 00:01:18.681000,1.0,MEDIUM,24.0,0 days 01:32:39.565000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,78.681
PIA,81,McLaren,24.0,0 days 00:01:19.359000,1.0,HARD,24.0,0 days 01:32:43.752000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,79.359
DEV,21,AlphaTauri,24.0,0 days 00:01:20.198000,1.0,MEDIUM,24.0,0 days 01:32:46.367000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,80.198
BOT,77,Alfa Romeo,24.0,0 days 00:01:20.068000,1.0,HARD,24.0,0 days 01:32:47.043000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,80.068
MAG,20,Haas F1 Team,24.0,0 days 00:01:18.497000,1.0,HARD,24.0,0 days 01:32:52.617000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,78.497
STR,18,Aston Martin,24.0,0 days 00:01:18.439000,1.0,HARD,25.0,0 days 01:32:52.870000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,78.439
PER,11,Red Bull,24.0,0 days 00:01:18.624000,2.0,HARD,23.0,0 days 01:32:53.566000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,78.624
HUL,27,Haas F1 Team,24.0,0 days 00:01:18.363000,2.0,HARD,23.0,0 days 01:32:57.120000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,78.363
ZHO,24,Alfa Romeo,24.0,0 days 00:01:17.465000,2.0,HARD,23.0,0 days 01:33:02.150000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,77.465
VER,1,Red Bull,25.0,0 days 00:01:17.183000,1.0,MEDIUM,25.0,0 days 01:33:05.535000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,77.183
ALB,23,Williams,24.0,0 days 00:01:16.672000,2.0,HARD,6.0,0 days 01:33:08.451000,1,True,25.4,39.0,42.0,1013.4,False,1.1,141,laps_2023_monaco_R.csv,76.672
ALO,14,Aston Martin,25.0,0 days 00:01:17.182000,1.0,HARD,26.0,0 days 01:33:17.338000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,77.182
OCO,31,Alpine,25.0,0 days 00:01:17.451000,1.0,MEDIUM,25.0,0 days 01:33:34.470000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,77.451
SAI,55,Ferrari,25.0,0 days 00:01:17.464000,1.0,HARD,25.0,0 days 01:33:36.044000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,77.464
HAM,44,Mercedes,25.0,0 days 00:01:17.643000,1.0,MEDIUM,25.0,0 days 01:33:37.469000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,77.643
LEC,16,Ferrari,25.0,0 days 00:01:17.619000,1.0,HARD,25.0,0 days 01:33:38.870000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,77.619
GAS,10,Alpine,25.0,0 days 00:01:17.540000,1.0,HARD,25.0,0 days 01:33:40.636000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,77.54
RUS,63,Mercedes,25.0,0 days 00:01:17.648000,1.0,HARD,25.0,0 days 01:33:42.934000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,77.648
TSU,22,AlphaTauri,25.0,0 days 00:01:19.335000,1.0,MEDIUM,25.0,0 days 01:33:54.307000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,79.335
NOR,4,McLaren,25.0,0 days 00:01:18.780000,1.0,MEDIUM,25.0,0 days 01:33:58.246000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,78.78
PIA,81,McLaren,25.0,0 days 00:01:19.382000,1.0,HARD,25.0,0 days 01:34:03.111000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,79.382
DEV,21,AlphaTauri,25.0,0 days 00:01:20.132000,1.0,MEDIUM,25.0,0 days 01:34:06.565000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,80.132
BOT,77,Alfa Romeo,25.0,0 days 00:01:20.203000,1.0,HARD,25.0,0 days 01:34:07.111000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,80.203
MAG,20,Haas F1 Team,25.0,0 days 00:01:18.694000,1.0,HARD,25.0,0 days 01:34:11.114000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,78.694
STR,18,Aston Martin,25.0,0 days 00:01:19.058000,1.0,HARD,26.0,0 days 01:34:11.309000,1,True,25.4,39.0,42.0,1013.2,False,1.5,140,laps_2023_monaco_R.csv,79.058
